Parent ID,Parent Cycle,Child ID,Child Cycle
2019 27_0137 125,2019,2020 27_0137 125,2020
2019 27_0137 125,2019,2018 27_0137 125,2018
2018 23_0133 85,2018,2019 23_0133 85,2019
2019 27_0258 427,2019,2020 27_0258 427,2020
2018 24_0099 420,2018,2019 24_0099 420,2019
2019 27_0041 6_S,2019,2020 27_0041 6_S,2020
2019 27_0041 6_S,2019,2020 27_0041 254_S,2020
2016 26_0075 110,2016,2017 26_0075 110,2017
2019 27_0027 121_L,2019,2020 27_0027 121_L,2020
2019 27_0129 24_1,2019,2020 27_0129 24_1,2020
2019 27_0228 252,2019,2020 27_0228 252,2020
2016 25_0037 5_S,2016,2017 25_0037 5_S,2017
2016 26_0009 110_L,2016,2017 26_0009 110_L,2017
2016 26_0011 110_L,2016,2017 26_0011 110_L,2017
2016 23_0051 2_L3,2016,2017 23_0051 2_L3,2017
2016 03_0006 328_L,2016,2017 03_0006 328_L,2017
2016 25_0031 67_S,2016,2017 25_0031 67_S,2017
2018 23_0051 2_L1,2018,2019 23_0051 2_S3,2019
2018 23_0051 2_L1,2018,2019 23_0051 2_L1,2019
2016 06_0017 274,2016,2017 06_0017 274,2017
2018 24_0101 9,2018,2019 24_0101 9,2019
2019 31_0269 208,2019,2020 31_0269 208,2020
2020_MCA_24_0040_175_2021,2021,2020_710_24_0004_175,2022
2019 31_0276 208,2019,2020 31_0276 208,2020
2018 24_0101 9_L,2018,2019 24_0101 9_S,2019
2018 24_0101 9_L,2018,2019 24_0101 9_L,2019
2020_CLASS3_10_1_290,2020,2020_CLASS3_10_1_290_2021,2021
2020_CLASS3_10_12_290,2020,2020_CLASS3_10_12_290_2021,2021
2019 27_0259 427,2019,2020 27_0272 427,2020
2018 23_0152 20_S,2018,2019 23_0152 20_S,2019
2018 23_0152 20_S,2018,2019 23_0152 20,2019
2019 25_0079 232,2019,2020 25_0079 232,2020
2019 27_0208 61,2019,2020 27_0208 61,2020
2019 27_0234 407,2019,2020 27_0234 407,2020
2019 27_0237 78_LR,2019,2020 27_0237 78_LR,2020
2019 27_0098 204,2019,2020 27_0098 204,2020
2019 25_0024 232,2019,2020 25_0024 232,2020
2019 25_0082 232,2019,2020 25_0082 232,2020
2019 27_0108 205,2019,2020 27_0108 205,2020
2019 26_0090 243,2019,2020 26_0090 243,2020
2018 25_0037 5_L,2018,2019 25_0037 5_S,2019
2018 25_0037 5_L,2018,2019 25_0037 5_L,2019
2019 26_0094 171,2019,2020 26_0094 171,2020
2018 25_0011 235,2018,2019 25_0011 235_S,2019
2018 25_0011 235,2018,2019 25_0011 235,2019
2020_MCA_24_0041_175_2021,2021,2020_710_24_0005_175,2022
2018 25_0023 232_L,2018,2019 25_0023 232_L,2019
2018 25_0023 232_L,2018,2019 25_0023 232_S,2019
2018 24_0083 160,2018,2019 24_0083 160,2019
2020_CLASS3_10_22_209,2020,2020_CLASS3_10_22_209_2021,2021
2018 24_0110 150,2018,2019 24_0110 150,2019
2020_CLASS3_10_17_209,2020,2020_CLASS3_10_17_209_2021,2021
2019 27_0087 204_L,2019,2020 27_0087 204_L,2020
2019 27_0129 424,2019,2020 27_0129 424,2020
2019 27_0129 424,2019,2018 27_0129 424,2018
2018 24_0013 99_S1,2018,2019 24_0013 99_S1,2019
2018 24_0013 99_S1,2018,2019 24_0013 99_L3,2019
2019 27_0091 406,2019,2020 27_0091 406,2020
2016 24_0099 420_S,2016,2017 24_0099 420,2017
2016 25_0154 134_S,2016,2017 25_0154 134_S,2017
2016 03_0026 327_S,2016,2017 03_0026 327_S,2017
2016 24_0091 204,2016,2017 24_0091 204,2017
2018 25_0024 232,2018,2019 25_0024 232,2019
2020_CLASS3_17_1_203,2020,2020_CLASS3_17_1_203_2021,2021
2018 25_0175 232,2018,2019 25_0175 232,2019
2019 26_0098 447_S,2019,2020 26_0098 447_S,2020
2014 23_0019 48,2014,2015 23_0019 48,2015
2018 25_0150 117_L,2018,2019 25_0150 117_S,2019
2018 25_0150 117_L,2018,2019 25_0150 117_L,2019
2018 25_0061 166_S,2018,2019 25_0061 166_1,2019
2018 25_0061 166_S,2018,2019 25_0061 166_S,2019
2018 25_0061 166_S,2018,2019 25_0061 58,2019
2015 21_0010 55,2015,2016 21_0010 55,2016
2018 24_0013 99_L3,2018,2019 24_0013 99_L3,2019
2015 01_0017 260_S,2015,2016 01_0017 260_S,2016
2018 24_0100 9,2018,2019 24_0100 9,2019
2018 25_0027 232,2018,2019 25_0027 232,2019
2018 25_0080 232_S,2018,2019 25_0080 232_S,2019
2018 25_0080 232_S,2018,2019 25_0080 232_L2,2019
2018 25_0079 232,2018,2019 25_0079 232,2019
2020_CLASS3_10_26_209,2020,2020_CLASS3_10_26_209_2021,2021
2020 25_0025 232,2020,2021 25_0025 232,2021
2020 25_0024 232,2020,2021 25_0024 232_2,2021
2020 25_0023 232,2020,2021 25_0219 232_2,2021
2020 25_0023 232,2020,2021 25_0219 232_1,2021
2018 25_0011 235_L,2018,2019 25_0011 235_L,2019
2019 26_0091 131,2019,2020 26_0091 131,2020
2019 26_0092 147,2019,2020 26_0092 147,2020
2019 26_0026 243,2019,2020 26_0026 243,2020
2019 26_0024 243_2_S,2019,2020 26_0024 243_2_S,2020
2018 24_0044 204,2018,2019 24_0044 204,2019
2019 26_0012 395_1,2019,2020 26_0012 395_1,2020
2019 26_0024 243_1,2019,2020 26_0024 243_1,2020
2020_MCA_24_0042_175_2021,2021,2020_710_24_0006_175,2022
2020_MCA_24_0044_175_2021,2021,2020_710_24_0007_175,2022
2020_MCA_24_0045_175_2021,2021,2020_710_24_0008_175,2022
2019 23_0068 175,2019,2020 23_0068 175,2020
2016 17_0009 307_L,2016,2017 17_0009 307_L,2017
2016 25_0153 117,2016,2017 25_0153 117,2017
2016 11_0040 297,2016,2017 11_0040 297,2017
2018 22_0060 1,2018,2019 22_0060 1,2019
2016 23_0093 175,2016,2017 23_0093 175,2017
2016 31_0233 208_S,2016,2017 31_0233 208_S,2017
2020_710_23_0003_175,2022,2020_710_23_0003_175,2023
2016 31_0189 210,2016,2017 31_0189 210,2017
2019 26_0012 395_LR,2019,2020 26_0012 395_LR,2020
2020_CLASS3_10_24_209,2020,2020_CLASS3_10_24_209_2021,2021
2020_CLASS3_10_25_209,2020,2020_CLASS3_10_25_209_2021,2021
2016 24_0072 175,2016,2017 24_0072 175,2017
2020_CLASS3_10_23_209,2020,2020_CLASS3_10_25_209_2021,2021
2020_CLASS3_10_27_209_L,2020,2020_CLASS3_10_28_209_S_2021,2021
2019 26_0010 110_L,2019,2020 26_0010 110_L,2020
2016 31_0207 269_S,2016,2017 31_0207 269_S,2017
2016 11_0032 297,2016,2017 11_0032 297,2017
2018 24_0042 204_S,2018,2019 24_0042 204_S,2019
2018 24_0010A 130_L5,2018,2019 24_0010A 130_L5,2019
2019 25_0167 177,2019,2020 25_0167 177,2020
2016 17_0007 304,2016,2017 17_0007 304,2017
2019 26_0024 243_2_L,2019,2020 26_0024 243_2_L,2020
2016 25_0154 134,2016,2017 25_0154 134,2017
2016 21_0054 170,2016,2017 21_0054 170,2017
2018 23_0084 175,2018,2019 23_0084 175,2019
2016 24_0071 175,2016,2017 24_0071 175,2017
2020_710_23_0013_175,2022,2020_710_23_0013_175,2023
2020_710_23_0017_175,2022,2020_710_23_0017_175,2023
2018 24_0004 130_S,2018,2019 24_0004 130_S,2019
2018 24_0004 130_S,2018,2019 24_0004 130_L,2019
2019 26_0012 395_2,2019,2018 26_0012 395_2,2018
2019 26_0012 395_2,2019,2020 26_0012 395_2,2020
2019 25_0195 453,2019,2020 25_0195 453,2020
2019 25_0194 453,2019,2020 25_0194 453,2020
2019 25_0196 453,2019,2020 25_0196 453,2020
2019 23_0003 438,2019,2020 23_0003 438,2020
2018 22_0061 1,2018,2019 22_0061 1,2019
2018 24_0106 204,2018,2019 24_0106 204,2019
2018 24_0107 204,2018,2019 24_0107 204,2019
2018 24_0104 204,2018,2019 24_0104 204,2019
2019 24_0101 9,2019,2020 24_0101 9,2020
2019 22_0071 437_S,2019,2021 22_0071 437_S,2021
2020_MCA_23_003_5_2021,2021,2020_710_23_0004_5,2022
2018 24_0071 175,2018,2019 24_0071 175,2019
2020_CLASS3_23_10_005_2021,2021,2020_710_23_0008_5,2022
2018 24_0086 204,2018,2019 24_0086 204,2019
2019 25_0131 235,2019,2020 25_0131 235,2020
2018 22_0064 1_S,2018,2019 22_0064 1_S,2019
2016 25_0154 117_3,2016,2017 25_1001 117,2017
2016 23_0024 113_S,2016,2017 23_0024 113_S,2017
2019 25_0040 418,2019,2020 25_0040 418,2020
2019 22_0071 437_L,2019,2021 22_0071 437_L,2021
2019 25_0031 67_L,2019,2020 25_0031 67_L,2020
2016 27_0096 204_L,2016,2017 27_0096 204_L,2017
2016 24_0081 204,2016,2017 24_0081 204,2017
2019 25_0048 110_S,2019,2020 25_0048 110_S,2020
2016 25_0152 117,2016,2017 25_0152 117,2017
2016 26_0050 242,2016,2017 26_0050 242,2017
2016 31_0184 208,2016,2017 31_0184 208,2017
2018 25_0040 418_L,2018,2019 25_0040 418_L,2019
2019 22_0065 75_S,2019,2020 22_0065 75_S,2020
2017 21_0034 129_2_LR,2017,2018 21_0034 129_2_LR,2018
2016 10_0066 281,2016,2017 10_0066 281,2017
2020 23_0036 5,2020,2021 23_0036 5,2021
2020 22_0012 175,2020,2021 22_0012 175,2021
2020 23_0031 5,2020,2021 23_0031 5,2021
2020_MCA_23_008_5,2020,2020_MCA_23_008_5_2021,2021
2019 23_0134 5,2019,2020 23_0134 5,2020
2018 24_0091 204,2018,2019 24_0091 204,2019
2020_MCA_23_006_5_2021,2021,2020_710_23_0006_5,2022
2020_MCA_23_007_5_2021,2021,2020_710_23_0006_5,2022
2019 25_0086 204,2019,2020 25_0086 204,2020
2020 24_0115 175,2020,2021 24_0115 175,2021
2020 22_0050 175,2020,2021 22_0050 175,2021
2019 23_0014 11_S,2019,2021 23_0014 11_S,2021
2021 23_0031 5,2021,2003_HCA_23_0031_5,2022
2019 24_0108 220,2019,2020 24_0108 220,2020
2019 24_0042 204_S,2019,2020 24_0042 204_S,2020
2018 25_0043 94_S,2018,2019 25_0043 94_S,2019
2018 25_0043 94_S,2018,2019 25_0043 94_L,2019
2019 24_0015 227_S,2019,2020 24_0015 227_S,2020
2019 24_0082 139,2019,2020 24_0082 139,2020
2019 23_0153 62_S,2019,2018 23_0153 62_S,2018
2018 25_0040 94_L,2018,2019 25_0040 94_L,2019
2018 25_0031 67_L,2018,2019 25_0031 67_L,2019
2018 25_0031 67_L,2018,2019 25_0031 67_S,2019
2018 25_0042 94_L2,2018,2019 25_0042 94_L2,2019
2019 24_0106 204,2019,2020 24_0106 204,2020
2018 25_0114 177,2018,2019 25_0114 177,2019
2018 25_0115 177,2018,2019 25_0115 177_LR,2019
2018 25_0115 177,2018,2019 25_0115 177,2019
2018 26_0063 243,2018,2019 26_0063 243,2019
2021 25_0033 5,2021,2003_HCA_25_0033_5,2022
2019 24_0107 204,2019,2020 24_0107 204,2020
2018 26_0032 26_LR,2018,2019 26_0032 26_LR,2019
2020_MCA_25_0038_5,2020,2020_MCA_25_0038_5_2021,2021
2019 23_0133 85,2019,2020 23_0133 433,2020
2016 27_0013 248_L1,2016,2017 27_0013 248_L1,2017
2019 23_0138 20,2019,2020 23_0138 20,2020
2018 02_0002 425_1_LR,2018,2019 02_0002 425_1_LR,2019
2020_MCA_23_0037_5,2020,2020_MCA_23_0037_5_2021,2021
2019 23_0131 107_L,2019,2020 23_0131 107_L,2020
2020_MCA_23_0036_5,2020,2020_MCA_23_0036_5_2021,2021
2016 24_0086 204,2016,2017 24_0086 204,2017
2018 25_0086 204,2018,2019 25_0086 204,2019
2019 24_0038 204,2019,2020 24_0038 204,2020
2016 27_0171 204,2016,2017 27_0171 204,2017
2018 25_0044 94_S,2018,2019 25_0044 94_S,2019
2016 17_0092 384,2016,2017 17_0092 384,2017
2020_MCA_23_0035_5_2021,2021,2020_710_23_0019_5,2022
2016 17_0091 384,2016,2017 17_0091 384,2017
2016 11_0031 297,2016,2017 11_0031 297,2017
2020_MCA_23_0034_5,2020,2020_MCA_23_0034_5_2021,2021
2020_MCA_23_0035_5,2020,2020_MCA_23_0035_5_2021,2021
2018 02_0002 425_2,2018,2019 02_0002 425_2,2019
2018 02_0002 425_2,2018,2019 02_0002 425_1_LR,2019
2020 25_0208 5,2020,2021 25_0208 5,2021
2020 25_0033 5,2020,2021 25_0033 5,2021
2020 25_0032 5,2020,2021 25_0032 5,2021
2020_MCA_23_0037_5_2021,2021,2020_710_23_0023_5,2022
2019 25_0011 235_S,2019,2014_HCA_25_0011_235_S,2022
2019 25_0011 235_S,2019,2020 25_0011 453_S,2020
2020_MCA_23_0036_5_2021,2021,2020_710_23_0021_5,2022
2020_MCA_23_0036_5_2021,2021,2020_710_23_0020_5,2022
2019 24_0071 175,2019,2020 24_0071 175,2020
2019 23_0152 20,2019,2020 23_0152 20,2020
2019 23_0076 434,2019,2020 23_0076 434,2020
2019 22_0050 175,2019,2020 22_0050 175,2020
2018 25_0040 418,2018,2019 25_0040 418,2019
2020 23_0068 175,2020,2021 23_0068 175,2021
2019 17_0072 320,2019,2020 17_0072 320,2020
2019 17_0114 307,2019,2020 17_0114 307,2020
2018 25_0139 161,2018,2019 25_0139 161,2019
2018 10_0085 290_L,2018,2019 10_0085 290_L,2019
2018 25_0080 232_L2,2018,2019 25_0080 232_L2,2019
2019 21_0052 170,2019,2020 21_0052 170,2020
2019 21_0090 118,2019,2020 21_0090 118,2020
2018 25_0133 235_L,2018,2019 25_0133 235_S,2019
2018 25_0133 235_L,2018,2019 25_0133 235_L,2019
2018 31_0244 205,2018,2019 31_0244 205,2019
2019 22_0071 437,2019,2021 22_0071 437,2021
2018 25_0177 5,2018,2019 25_0177 5,2019
2019 25_0032 5,2019,2020 25_0032 5,2020
2019 23_0136 5,2019,2020 23_0136 5,2020
2018 25_0060 114_L,2018,2019 25_0060 114_L,2019
2019 23_0093 175,2019,2020 23_0093 175,2020
2019 17_0023 308_L3,2019,2020 17_0023 308_L3,2020
2019 17_0023 308_L3,2019,2018 17_0023 308_L3,2018
2020_MCA_25_0051_5_2021,2021,2020_710_25_0007_5,2022
2020 02_0002 425_1_LR,2020,2021 02_0002 425_1_LR,2021
2019 22_0066 416_LR,2019,2020 22_0066 416_LR,2020
2019 22_0070 437,2019,2020 22_0070 437,2020
2020_MCA_25_0050_5_2021,2021,2020_710_25_0007_5,2022
2020_MCA_25_0049_5_2021,2021,2020_710_25_0007_5,2022
2020_MCA_23_0036_175,2020,2020_MCA_23_0036_175_2021,2021
2019 17_0102 383,2019,2020 17_0102 383,2020
2019 23_0015 264_S,2019,2020 23_0015 264_S,2020
2020_MCA_23_008_175,2020,2020_MCA_23_008_175_2021,2021
2020_MCA_25_0049_5,2020,2020_MCA_25_0049_5_2021,2021
2020_MCA_25_0048_5,2020,2020_MCA_25_0048_5_2021,2021
2018 31_0278 208,2018,2019 31_0278 208,2019
2020_MCA_25_0051_5,2020,2020_MCA_25_0051_5_2021,2021
2020_MCA_25_0044_5,2020,2020_MCA_25_0044_5_2021,2021
2016 26_0059 238,2016,2017 26_0059 238,2017
2016 11_0012 298_S,2016,2017 11_0012 298_L,2017
2016 27_0051 204_L,2016,2017 27_0051 204_L,2017
2016 25_0040 94_L,2016,2017 25_0040 94_L,2017
2016 24_0010A 130_L2,2016,2017 24_0010A 130_L2,2017
2020_MCA_23_0031_175,2020,2020_MCA_23_0031_175_2021,2021
2020 23_0165 175,2020,2021 23_0165 175,2021
2020 24_0072 175,2020,2021 24_0072 175,2021
2020 02_0002 425_2,2020,2021 02_0002 425_2,2021
2019 22_0066 416,2019,2020 22_0066 416,2020
2020 23_0093 175,2020,2021 23_0093 175,2021
2019 22_0059 226,2019,2020 22_0059 226,2020
2018 25_0187 133,2018,2019 25_0187 133,2019
2020_MCA_25_0048_5_2021,2021,2020_710_25_0009_5_S,2022
2020_MCA_25_0048_5_2021,2021,2020_710_25_0007_5,2022
2018 25_0158 67,2018,2019 25_0158 67,2019
2018 25_0150 117_S,2018,2019 25_0150 117_S,2019
2019 11_0098 325,2019,2020 11_0098 325,2020
2018 27_0080 204,2018,2019 27_0080 204,2019
2018 26_0026 243_L,2018,2019 26_0026 243_S,2019
2018 26_0026 243_L,2018,2019 26_0026 243_L,2019
2018 25_0167 177,2018,2019 25_0167 177,2019
2019 17_0004 301,2019,2020 17_0004 301,2020
2019 11_0040 297,2019,2020 11_0040 297,2020
2019 11_0039 297,2019,2020 11_0039 297,2020
2019 11_0106 298_S,2019,2020 11_0106 298_S,2020
2020 24_0071 175,2020,2021 24_0071 175,2021
2018 10_0094 290_S,2018,2019 10_0094 290_S,2019
2016 17_0009 304,2016,2017 17_0009 304,2017
2019 23_0028 5_S,2019,2020 23_0028 5_S,2020
2018 01_0011 364,2018,2019 01_0011 364,2019
2018 21_0010 222_LR,2018,2019 21_0010 222_LR,2019
2019 11_0089 423,2019,2020 11_0089 423,2020
2018 01_0157 372,2018,2019 01_0157 372,2019
2018 23_0051 2_S2,2018,2019 23_0051 2_L2,2019
2018 23_0051 2_S2,2018,2019 23_0051 2_S2,2019
2018 10_0054 290_S,2018,2019 10_0054 290_S,2019
2016 17_0009 304_L,2016,2017 17_0009 304_S,2017
2018 27_0041 254,2018,2019 27_0041 254,2019
2018 23_0051 2_S3,2018,2019 23_0051 2_S3,2019
2016 17_0009 307_S,2016,2017 17_0009 307_S,2017
2016 24_0042 204_L,2016,2017 24_0042 204_S,2017
2019 11_0034 297,2019,2020 11_0034 297,2020
2019 11_0032 297_2,2019,2020 11_0032 297_2,2020
2020_MCA_25_0042_5,2020,2020_MCA_25_0042_5_2021,2021
2019 25_0177 5,2019,2020 25_0177 5,2020
2015 01_0008 207_1,2015,2016 01_0008 207_1,2016
2020_MCA_24_0037_175,2020,2020_MCA_24_0037_175_2021,2021
2018 26_0017 243,2018,2019 26_0017 243,2019
2020_MCA_24_0038_175,2020,2020_MCA_24_0038_175_2021,2021
2020_MCA_23_0032_175,2020,2020_MCA_23_0032_175_2021,2021
2018 01_0003 364_L4,2018,2019 01_0003 364_L4,2019
2020_MCA_23_0033_175,2020,2020_MCA_23_0033_175_2021,2021
2021 23_0092 175,2021,2014_HCA_23_0092_175,2022
2019 11_0099 325,2019,2020 11_0099 325,2020
2019 11_0046 325,2019,2020 11_0046 325,2020
2018 26_0024 243_2_L,2018,2019 26_0024 243_2_L,2019
2018 10_0094 290_L,2018,2019 10_0094 290_S,2019
2018 10_0094 290_L,2018,2019 10_0094 290_L,2019
2018 10_0093 289,2018,2019 10_0093 289,2019
2019 11_0087 423_S,2019,2020 11_0087 423_S,2020
2019 11_0087 423_L,2019,2020 11_0087 423_L,2020
2018 25_0182 232,2018,2019 25_0182 232,2019
2018 26_0060 239,2018,2019 26_0060 239,2019
2019 09_0007 379_L5,2019,2020 09_0007 379_L5,2020
2020_MCA_23_009_175,2020,2020_MCA_23_009_175_2021,2021
2021 21_0031 129_L2,2021,2014_HCA_21_0031_129_L2,2022
2017 23_0030 5,2017,2018 23_0030 5,2018
2019 11_0002 297,2019,2020 11_0002 297,2020
2018 27_0129 424,2018,2019 27_0129 424,2019
2018 23_0051 2_L3,2018,2019 23_0051 2_S1,2019
2018 23_0051 2_L3,2018,2019 23_0051 2_L3,2019
2018 26_0050 242,2018,2019 26_0050 242,2019
2018 01_0012 364,2018,2021 01_0012 364,2021
2018 23_0051 2_S1,2018,2019 23_0051 2_S1,2019
2019 23_0051 2_S1,2019,2020 23_0051 2_S1,2020
2018 26_0032 26_L,2018,2021 26_0032 26_L,2021
2018 26_0032 26_L,2018,2019 26_0032 26_L,2019
2019 11_0001 297,2019,2020 11_0001 297,2020
2019 09_0010 379,2019,2020 09_0010 379,2020
2019 10_0072 281,2019,2020 10_0072 281,2020
2018 23_0051 2_L6,2018,2019 23_0051 2_L6,2019
2018 23_0051 2_L7,2018,2019 23_0051 2_L7,2019
2018 27_0091 406,2018,2019 27_0091 406,2019
2018 21_0031 129,2018,2019 21_0031 129,2019
2018 26_0032 26_2_L,2018,2019 26_0032 26_2_L,2019
2018 21_0094 129,2018,2019 21_0094 129,2019
2016 27_0096 204_S,2016,2017 27_0096 204_S,2017
2016 27_0054 248_L,2016,2017 27_0054 248_L,2017
2019 21_0031 129,2019,2020 21_0031 129,2020
2016 01_0071 372,2016,2017 01_0071 372,2017
2016 11_0045 325,2016,2017 11_0045 325,2017
2019 21_0030 129,2019,2020 21_0030 129,2020
2019 21_0037 129,2019,2020 21_0037 129,2020
2016 22_0012 1_S,2016,2017 22_0012 1_S,2017
2020 21_0094 129,2020,2021 21_0094 129,2021
2020_MCA_21_0018_129,2020,2020_MCA_21_0018_129_2021,2021
2020_MCA_21_0020_129,2020,2020_MCA_21_0020_129_2021,2021
2020_MCA_24_0039_175,2020,2020_MCA_24_0039_175_2021,2021
2018 24_0115 175,2018,2020 24_0115 175,2020
2021 22_0050 175,2021,2014_HCA_22_0050_175,2022
2018 10_0090 290,2018,2019 10_0090 290,2019
2020 23_0051 2_L5,2020,2021 23_0051 2_L5,2021
2019 10_0057 278,2019,2020 10_0057 278,2020
2019 10_0055 278,2019,2020 10_0055 278,2020
2018 27_0228 121,2018,2019 27_0228 121,2019
2018 31_0266 208,2018,2019 31_0266 208,2019
2018 31_0269 208,2018,2019 31_0269 208,2019
2018 31_0265 208,2018,2019 31_0265 208,2019
2018 27_0245 65_L,2018,2019 27_0245 65_L,2019
2018 31_0276 208,2018,2019 31_0276 208,2019
2018 25_0151 117,2018,2019 25_0151 117,2019
2018 27_0245 65,2018,2019 27_0245 65,2019
2020_MCA_21_0020_129_2021,2021,2020_710_21_0009_129,2022
2018 26_0087 243,2018,2019 26_0087 243,2019
2018 26_0088 243,2018,2019 26_0088 243,2019
2020_MCA_21_0021_129_2021,2021,2020_710_21_0010_129,2022
2016 27_0129 24_1,2016,2017 27_0129 24_1,2017
2019 05_0035 200,2019,2020 05_0035 200,2020
2019 07_0083 388_S,2019,2020 07_0083 388_S,2020
2019 06_0004 375,2019,2020 06_0004 375,2020
2018 27_0235 53_LR,2018,2019 27_0235 53,2019
2018 27_0235 53_LR,2018,2019 27_0235 53_LR,2019
2019 07_0053 201,2019,2020 07_0053 201,2020
2020_MCA_23_0010_175_2021,2021,2020_710_23_0003_175,2022
2018 27_0229 128_LR,2018,2019 27_0229 128_LR,2019
2018 27_0229 128_LR,2018,2019 27_0229 128,2019
2019 07_0090 378,2019,2020 07_0090 378,2020
2016 26_0060 239,2016,2017 26_0060 239,2017
2020_MCA_21_0021_129,2020,2020_MCA_21_0021_129_2021,2021
2020_MCA_21_0022_129,2020,2020_MCA_21_0022_129_2021,2021
2020_MCA_21_005_129,2020,2020_MCA_21_005_129_2021,2021
2019 07_0016 378_L,2019,2020 07_0016 378_L,2020
2020_MCA_21_006_129,2020,2020_MCA_21_006_129_2021,2021
2018 27_0051 204_L,2018,2019 27_0051 204_L,2019
2020_CLASS3_21_3_129,2020,2020_CLASS3_21_3_129_2021,2021
2020_MCA_23_0011_175_2021,2021,2020_710_23_0003_175,2022
2020_MCA_23_0026_175_2021,2021,2020_710_23_0014_175,2022
2020_MCA_23_0027_175_2021,2021,2020_710_23_0015_175,2022
2020_MCA_23_0028_175_2021,2021,2020_710_23_0016_175,2022
2020 23_0051 2_L7,2020,2021 23_0051 2_L7,2021
2020_MCA_23_0029_175_2021,2021,2020_710_23_0017_175,2022
2021 31_0077 208,2021,2003_HCA_31_0077_208,2022
2016 27_0087 204_S,2016,2017 27_0087 204_S,2017
2020 22_0012 1_S,2020,2021 22_0012 1_S,2021
2018 27_0018 12_S2,2018,2019 27_0018 12_S2,2019
2020 27_0244 407,2020,2021 27_0244 407,2021
2016 25_0048 110_S,2016,2017 25_0048 110_S,2017
2020_MCA_23_0012_175_2021,2021,2020_710_23_0004_175,2022
2018 27_0002 14_S,2018,2019 27_0002 14_S,2019
2020 21_0097 170_L2,2020,2021 21_0097 170_L2,2021
2019 04_0005 333_S,2019,2020 04_0005 333_S,2020
2018 26_0058 171,2018,2019 26_0058 171,2019
2018 31_0284 210_L,2018,2019 31_0284 210_L,2019
2018 26_0095 171,2018,2019 26_0095 171,2019
2020 21_0097 170_L1,2020,2021 21_0097 170_L1,2021
2019 03_0020 328,2019,2020 03_0020 328,2020
2018 24_0111 175_S,2018,2020 24_0111 175_S,2020
2004_KO_002_AM04B_2020,2020,2004_KO_002_AM04B_2021,2021
2004_KO_004_AM04B_2020,2020,2004_KO_004_AM04B_2021,2021
2020 27_0216 424,2020,2021 27_0216 424,2021
2020_MCA_21_003_129_2021,2021,2020_710_21_0002_129,2022
2020 22_0074 434,2020,2021 22_0074 434,2021
2018 26_0026 243,2018,2019 26_0026 243,2019
2016 11_0046 325,2016,2017 11_0046 325,2017
2020_CLASS3_25_10_110_2021,2021,2020_710_25_0003_110,2022
2016 24_0042 204_S,2016,2017 24_0042 204_S,2017
2012 21_0025 15L,2012,2014 21_0025 216,2014
2016 17_0071 304,2016,2017 17_0071 304,2017
2020 27_0263 427,2020,2021 27_0263 427,2021
2020_MCA_23_0032_175_2021,2021,2020_710_23_0020_175,2022
2020 27_0129 424_LR,2020,2021 27_0129 424_LR,2021
2020 27_0007 403_LR,2020,2021 27_0007 403_LR,2021
2020 23_0076 434,2020,2021 23_0076 434,2021
2020 11_0051 294_L,2020,2021 11_0051 294_L,2021
2020 27_0007 403_L,2020,2021 27_0007 403_L,2021
2020 25_0195 453,2020,2021 25_0195 453,2021
2020 26_0098 447_S,2020,2021 26_0098 447_S,2021
2020_CLASS3_09_1_356,2020,2020_CLASS3_09_1_356_2021,2021
2020 26_0098 447,2020,2021 26_0098 447,2021
2020 27_0272 427,2020,2021 27_0272 427,2021
2019 04_0023 330,2019,2020 04_0023 330,2020
2020_MCA_21_0015_129_2021,2021,2020_710_21_0006_129,2022
2021_CLASS3_27_1_208_2021,2021,2021_710_27_0004_208,2022
2020 27_0215 424,2020,2021 27_0215 424,2021
2020 31_0285 210_S,2020,2021 31_0285 210_S,2021
2019 01_0124 260_S,2019,2020 01_0124 260_S,2020
2019 27_0096 204_S,2019,2020 27_0096 204_S,2020
2018 25_0170 414,2018,2019 25_0170 414,2019
2020 31_0285 210_L,2020,2021 31_0285 210_L,2021
2018 26_0012 395_LR,2018,2019 26_0012 395_LR,2019
2018 26_0012 395_LR,2018,2019 26_0012 395_1,2019
2020 21_0097 170_LR,2020,2021 21_0097 170_LR,2021
2020 27_0213 401,2020,2021 27_0213 401,2021
2018 26_0059 238,2018,2019 26_0059 238,2019
2020 27_0242 400,2020,2021 27_0242 400,2021
2015 23_0028 5,2015,2016 23_0028 5,2016
2020 21_0097 170_L3,2020,2017_HCA_21_0097_170_L3,2022
2020 24_0100 9,2020,2021 24_0100 9,2021
2020 01_0019 364_L1,2020,2021 01_0019 364_L1,2021
2020 01_0003 364_L5,2020,2021 01_0003 364_L5,2021
2020 01_0008 364_L8,2020,2021 01_0008 364_L8,2021
