Parent ID,Parent Cycle,Child ID,Child Cycle
2018 31_0246 208_S,2018,2019 31_0246 208_S,2019
2020 26_0061 54,2020,2021 26_0061 54,2021
2014 17_0033 314,2014,2015 17_0033 314,2015
2020_MCA_24_007_99,2020,2020_MCA_24_007_99_2021,2021
2018 02_0042 200_5,2018,2019 02_0042 200_5_LR,2019
2018 02_0042 200_5,2018,2019 02_0042 200_5,2019
2014 17_0007 307,2014,2015 17_0007 307,2015
2014 17_0032 314,2014,2015 17_0032 314,2015
2020_MCA_23_0010_175,2020,2020_MCA_23_0010_175_2021,2021
2018 27_0126 208,2018,2019 27_0126 208,2019
2020_MCA_23_0029_175,2020,2020_MCA_23_0029_175_2021,2021
2018 06_0017 274,2018,2020 06_0017 274,2020
2020_MCA_23_0030_175,2020,2020_MCA_23_0030_175_2021,2021
2018 31_0279 208,2018,2019 31_0279 208,2019
2021 01_0012 364_LR,2021,2017_HCA_01_0012_364_LR,2022
2018 02_0001 200_L1,2018,2019 02_0001 200_S,2019
2018 02_0001 200_L1,2018,2019 02_0001 200_L1,2019
2018 02_0002 200_LR,2018,2019 02_0002 200_LR,2019
2018 02_0056 200_LR,2018,2019 02_0002 200_1,2019
2018 02_0056 200_LR,2018,2019 02_0056 200_LR,2019
2018 05_0002 200_S,2018,2019 05_0002 200_S,2019
2018 06_0021 276_LR,2018,2019 06_0021 276_LR,2019
2018 07_0083 388_L2,2018,2019 07_0083 388_L2,2019
2018 04_0038 330,2018,2019 04_0038 330,2019
2017 10_0054 290_S,2017,2018 10_0054 290_S,2018
2017 23_0051 2_S2,2017,2018 23_0051 2_S2,2018
2017 17_0072 320,2017,2018 17_0072 320,2018
2017 11_0041 325,2017,2018 11_0041 325,2018
2017 17_0027 310,2017,2018 17_0027 310,2018
2012 17_0007 G,2012,2014 17_0007 307,2014
2012 17_0031 X,2012,2014 17_0030 314,2014
2018 05_0003 200_LR,2018,2019 05_0003 200_LR,2019
2012 17_0032 Y_2,2012,2014 17_0032 314,2014
2019 23_0084 175,2019,2020 23_0084 175,2020
2018 09_0007 379_L3,2018,2019 09_0007 379_L3,2019
2012 17_0036 AA,2012,2014 17_0036 319,2014
2012 17_0019 L,2012,2014 17_0019 309,2014
2012 17_0032 Y_1,2012,2014 17_0032 314,2014
2012 17_0039 AA,2012,2014 17_0039 319,2014
2012 17_0032 X_1,2012,2014 17_0032 314,2014
2012 17_0027 L,2012,2014 17_0027 309,2014
2012 17_0032 X_2,2012,2014 17_0032 314,2014
2017 25_0037 5_S,2017,2018 25_0037 5_S,2018
2012 17_0034 BB,2012,2014 17_0034 318,2014
2020_MCA_24_0045_175,2020,2020_MCA_24_0045_175_2021,2021
2020_MCA_23_0013_175_2021,2021,2020_710_23_0005_175,2022
2017 31_0005 208_S,2017,2018 31_0005 208_S,2018
2017 21_0003 216_L2,2017,2018 21_0003 216_L2,2018
2012 17_0038 AA,2012,2014 17_0038 319,2014
2018 03_0001 339,2018,2019 03_0001 339,2019
2018 05_0035 200,2018,2019 05_0035 200,2019
2012 17_0027 K,2012,2014 17_0027 310,2014
2008_FL_001_FL01_2019,2019,2008_FL_001_FL01_2020,2020
2012 17_0021 K,2012,2014 17_0021 310,2014
2018 07_0016 378_L,2018,2019 07_0016 378_L,2019
2012 17_0021 L,2012,2014 17_0021 309,2014
2017 17_0011 304,2017,2018 17_0011 304,2018
2019 27_0237 78_L,2019,2020 27_0237 78_L,2020
2018 06_0022 375,2018,2019 06_0022 375,2019
2019 27_0229 128_LR,2019,2020 27_0229 128_LR,2020
2018 06_0022 375_L,2018,2019 06_0022 375_L,2019
2018 06_0001 275_S,2018,2019 06_0001 275_S,2019
2018 06_0023 374,2018,2019 06_0023 374,2019
2018 09_0016 353,2018,2019 09_0016 353,2019
2018 06_0006 375_L3,2018,2019 06_0006 375_L3,2019
2018 09_0001 353,2018,2019 09_0001 353,2019
2018 06_0006 375_L2,2018,2019 06_0006 375_L2,2019
2018 06_0006 375_L1,2018,2019 06_0006 375_L1,2019
2018 06_0006 375_L1,2018,2019 06_0006 375_L2,2019
2018 04_0008 333_L,2018,2019 04_0008 333_L,2019
2018 31_0098 205,2018,2019 31_0098 205,2019
2018 06_0021 276,2018,2021 06_0021 276,2021
2018 06_0004 375,2018,2019 06_0004 375,2019
2018 09_0007 379_L4,2018,2019 09_0007 379_L4,2019
2019 06_0021 276_LR,2019,2021 06_0021 276_LR,2021
2018 26_0078 110,2018,2019 26_0078 110,2019
2018 06_0006 375_S,2018,2019 06_0006 375_S,2019
2018 17_0014 304_L1,2018,2019 17_0014 304_L1,2019
2018 17_0014 304_L2,2018,2019 17_0014 304_L2,2019
2018 31_0260 214,2018,2019 31_0260 214,2019
2017 17_0007 307,2017,2018 17_0007 307,2018
2019 27_0241 80,2019,2020 27_0241 80,2020
2017 25_0154 134_S,2017,2018 25_0154 134_S,2018
2018 17_0093 384,2018,2019 17_0093 384,2019
2017 27_0087 204_L,2017,2018 27_0087 204_L,2018
2017 02_0002 425_1_LR,2017,2018 02_0002 425_1_LR,2018
2016 24_0010A 130_L5,2016,2017 24_0010A 130_L5,2017
2018 11_0099 325,2018,2019 11_0099 325,2019
2016 27_0152 40,2016,2017 27_0152 40,2017
2018 11_0098 325,2018,2019 11_0098 325,2019
2016 21_0014 219_L3,2016,2017 21_0014 219_L3,2017
2020_MCA_23_0015_175_2021,2021,2020_710_23_0007_175,2022
2016 24_0010A 130_L3,2016,2017 24_0010A 130_L3,2017
2017 17_0017 310,2017,2018 17_0017 310,2018
2016 17_0007 307,2016,2017 17_0007 307,2017
2014 23_0046 5,2014,2015 23_0046 5,2015
2016 23_0036 5,2016,2017 23_0036 5,2017
2016 17_0014 304,2016,2017 17_0014 304,2017
2016 11_0073 293,2016,2017 11_0073 293,2017
2018 23_0036 5,2018,2019 23_0036 5,2019
2020 17_0007 307,2020,2021 17_0007 307,2021
2020 23_0030 5,2020,2021 23_0030 5,2021
2018 17_0101 383,2018,2019 17_0101 383,2019
2020_MCA_23_0016_175_2021,2021,2020_710_23_0008_175,2022
2018 11_0043 325_S,2018,2019 11_0043 325_S,2019
2020_MCA_23_0017_175_2021,2021,2020_710_23_0008_175,2022
2020_MCA_23_0018_175_2021,2021,2020_710_23_0009_175,2022
2018 04_0005 333_S,2018,2019 04_0005 333_S,2019
2018 04_0005 333_S,2018,2019 04_0005 333_L,2019
2020_MCA_23_0019_175_2021,2021,2020_710_23_0010_175,2022
2018 07_0083 388_S,2018,2019 07_0083 388_2,2019
2018 07_0083 388_S,2018,2019 07_0083 388_S,2019
2018 07_0083 388_S,2018,2019 07_0083 388_L1,2019
2018 17_0094 384_LR,2018,2019 17_0094 384_LR,2019
2018 07_0016 378_S,2018,2019 07_0016 378_L,2019
2018 07_0016 378_S,2018,2019 07_0016 378_S,2019
2018 26_0075 110,2018,2019 26_0075 110,2019
2019 17_0023 308_L,2019,2020 17_0023 308_L,2020
2020 23_0147 5,2020,2021 23_0147 5,2021
2007 10_0004 Ac_2,2007,2011 10_0004 Ac_L,2011
2018 17_0109 308_L,2018,2019 17_0109 308_L,2019
2018 17_0102 383_S,2018,2019 17_0102 383_S,2019
2018 17_0023 308_L3,2018,2019 17_0023 308_L3,2019
2015 23_0032 5,2015,2016 23_0032 5,2016
2016 17_0009 307,2016,2017 17_1001 307,2017
2016 17_0025 202,2016,2017 17_0025 202,2017
2014 17_0025 311,2014,2015 17_0025 311,2015
2020_MCA_23_0020_175_2021,2021,2020_710_23_0010_175,2022
2016 23_0024 113_L2,2016,2017 23_0024 113_L2,2017
2016 23_0032 5_L,2016,2017 23_0032 5_L,2017
2016 24_0010A 130_L1,2016,2017 24_0010A 130_L1,2017
2012 17_0009 F,2012,2014 17_0009 304,2014
2012 17_0009 G,2012,2014 17_0009 307,2014
2012 17_0025 O,2012,2014 17_0025 311,2014
2016 31_0090 211,2016,2017 31_0090 211,2017
2017 23_1003 5,2017,2018 23_0146 5,2018
2017 23_1003 5,2017,2018 23_0148 5,2018
2017 23_1003 5,2017,2018 23_0147 5,2018
2020_MCA_23_0022_175_2021,2021,2020_710_23_0011_175,2022
2019 31_0148 205,2019,2020 31_0148 205,2020
2015 23_0046 5,2015,2016 23_0046 5,2016
2016 08_0001 348,2016,2017 08_0001 348,2017
2012 17_0023 J,2012,2014 17_0023 308,2014
2017 23_0046 5,2017,2018 23_0046 5,2018
2020_MCA_23_0023_175_2021,2021,2020_710_23_0011_175,2022
2018 17_0103 383,2018,2019 17_0103 383,2019
2018 17_0102 383,2018,2019 17_0102 383,2019
2020 17_0104 307,2020,2021 17_0104 307,2021
2018 31_0198 208,2018,2019 31_0198 208,2019
2018 31_0261 208,2018,2019 31_0261 208,2019
2018 31_0262 208,2018,2019 31_0262 208,2019
2018 31_0263 208,2018,2019 31_0263 208,2019
2018 17_0103 383_S,2018,2019 17_0103 383_S,2019
2003 27_0047,2003,2007 27_0091 E2,2007
2007 21_0010 55,2007,2011 21_0010 55,2011
2007 07_0001_2 Ah,2007,2011 07_0001 Ah,2011
2007 24_0007 130,2007,2011 24_0007 130,2011
2018 01_0002 370,2018,2019 01_0002 370,2019
2017 23_0015 5,2017,2018 23_0015 5,2018
2018 17_0113 304,2018,2019 17_0113 304,2019
2018 17_0113 304,2018,2019 17_0113 304_S,2019
2018 17_0023 308_L1,2018,2019 17_0023 308_L2,2019
2018 17_0023 308_L1,2018,2019 17_0023 308_L1,2019
2018 17_0023 308_L2,2018,2019 17_0023 308_L2,2019
2016 23_0015 5,2016,2017 23_0015 5,2017
2012 17_0007 F,2012,2014 17_0007 304,2014
2018 26_0009 110_L,2018,2019 26_0009 110_L,2019
2016 11_0043 325,2016,2017 11_0043 325,2017
2016 27_0168 204,2016,2017 27_0168 204,2017
2018 10_0080 278,2018,2019 10_0080 278,2019
2016 02_0002 425_1,2016,2017 02_0002 425_1_LR,2017
2018 25_0178 67,2018,2019 25_0178 67,2019
2016 23_0033 5,2016,2017 23_1003 5,2017
2016 31_0171 208,2016,2017 31_0171 208,2017
2016 25_0060 114_L,2016,2017 25_0060 114_L,2017
2014 17_0021 310,2014,2015 17_0021 310,2015
2014 17_0011 304,2014,2015 17_0011 304,2015
2017 17_0023 308,2017,2018 17_0023 308,2018
2018 17_0116 307_S,2018,2019 17_0116 307,2019
2018 17_0116 307_S,2018,2019 17_0116 307_S,2019
2016 21_0031 129_L4,2016,2017 21_0031 129_L4,2017
2016 11_0039 297,2016,2017 11_0039 297,2017
2018 11_0100 291,2018,2019 11_0100 291,2019
2016 21_0070 223,2016,2017 21_0070 223,2017
2016 25_0031 67_L,2016,2017 25_0031 67_L,2017
2018 01_0008 364_L8,2018,2019 01_0008 364_L8,2019
2018 23_0023 87_L,2018,2019 23_0023 87_L,2019
2016 25_0048 110_L,2016,2017 25_0048 110_S,2017
2020_MCA_23_0024_175_2021,2021,2020_710_23_0012_175,2022
2016 01_0008 207_L,2016,2017 01_0008 207_2,2017
2018 21_0091 118,2018,2019 21_0091 118,2019
2016 11_0011 297_L,2016,2017 11_0011 297_L,2017
2016 03_0008 328_2,2016,2017 03_0008 328_2_L,2017
2016 11_0042 325,2016,2017 11_0042 325,2017
2016 04_0010 330_S1,2016,2017 04_0010 330_L5,2017
2016 04_0010 330_S1,2016,2017 04_0010 330_S1,2017
2016 25_0154 117_1,2016,2017 25_1001 117,2017
2016 03_0001 339,2016,2017 03_0001 339,2017
2016 10_0056 278,2016,2017 10_0056 278,2017
2018 01_0008 364_L5,2018,2019 01_0008 364_L5,2019
2016 22_0011 19,2016,2017 22_0011 19,2017
2017 17_0009 304,2017,2018 17_0009 304,2018
2016 02_0002 200_L1,2016,2017 02_0002 200_LR,2017
2016 17_0023 308,2016,2017 17_0023 308,2017
2016 22_0012 175,2016,2017 22_0012 175,2017
2018 01_0124 260_1,2018,2019 01_0124 260_1,2019
2020_MCA_23_0025_175_2021,2021,2020_710_23_0013_175,2022
2016 17_0011 304,2016,2017 17_0011 304,2017
2016 23_0031 5,2016,2017 23_0031 5_L,2017
2016 23_0031 5,2016,2017 23_0031 5,2017
2018 01_0138 402,2018,2019 01_0138 402_S,2019
2018 01_0138 402,2018,2019 01_0138 402,2019
2017 23_1001 5,2017,2018 23_0032 5,2018
2016 24_0004 130_L,2016,2017 24_0004 130_L,2017
2016 11_0041 325,2016,2017 11_0041 325,2017
2019 27_0217 424_S,2019,2020 27_0217 424_S,2020
2018 17_0009 304,2018,2019 17_0009 304,2019
2016 21_0014 219_L4,2016,2017 21_0014 219_L4,2017
2017 23_1002 5,2017,2018 23_0140 5,2018
2018 17_0011 304,2018,2019 17_0011 304,2019
2016 17_0024 308,2016,2017 17_0024 308,2017
2018 17_0014 307,2018,2019 17_0014 307,2019
2015 23_0033 5,2015,2016 23_0033 5,2016
2015 23_0040 34,2015,2016 23_0040 34,2016
2017 23_0031 5,2017,2018 23_0031 5,2018
2016 23_0033 5_S2,2016,2017 23_0033 5_S2,2017
2015 17_0023 308,2015,2016 17_0023 308,2016
2014 17_0023 308,2014,2015 17_0023 308,2015
2018 27_0213 401_LR,2018,2019 27_0213 401_LR,2019
2018 17_0017 310,2018,2019 17_0017 310,2019
2016 23_0084 175,2016,2017 23_0084 175,2017
2016 21_0031 129_L5,2016,2017 21_0031 129_L5,2017
2016 01_0008 364_L3,2016,2017 01_0008 364_L3,2017
2016 17_0023 308_S,2016,2017 17_0023 308_S,2017
2018 01_0138 402_S,2018,2019 01_0138 402_S,2019
2018 01_0002 369_S,2018,2019 01_0002 369_S,2019
2018 01_0003 364_L5,2018,2019 01_0003 364_L5,2019
2019 31_0089 208_S,2019,2020 31_0089 208_S,2020
2018 23_0136 5,2018,2019 23_0136 5,2019
2016 04_0010 330,2016,2017 04_0010 330,2017
2019 31_0089 208_L,2019,2020 31_0089 208_L,2020
2019 31_0163 208,2019,2020 31_0163 208,2020
2018 23_0051 2_L5,2018,2019 23_0051 2_L5,2019
2020_MCA_23_0030_175_2021,2021,2020_710_23_0018_175,2022
2018 23_0036 5_S,2018,2019 23_0036 5_S,2019
2016 23_0067 175,2016,2017 23_0067 175,2017
2016 23_0092 175,2016,2017 23_0092 175,2017
2016 23_0051 2_L2,2016,2017 23_0051 2_L2,2017
2016 03_0020 328,2016,2017 03_0020 328,2017
2019 31_0241 213,2019,2020 31_0241 213,2020
2016 23_0068 175,2016,2017 23_0068 175,2017
2018 23_0131 107_L,2018,2019 23_0131 107_L,2019
2019 31_0240 210,2019,2020 31_0240 210,2020
2019 31_0189 210_L,2019,2020 31_0189 210_L,2020
2019 31_0189 210_L,2019,2018 31_0189 210_L,2018
2016 26_0061 54,2016,2017 26_0061 54,2017
2016 25_0158 67,2016,2017 25_0158 67,2017
2016 02_0048 330,2016,2017 02_0048 330,2017
2017 17_0019 310,2017,2018 17_0019 310,2018
2014 17_0019 310,2014,2015 17_0019 310,2015
2019 31_0240 210_LR,2019,2020 31_0240 210_LR,2020
2015 17_0017 310,2015,2016 17_0017 310,2016
2017 17_0014 304,2017,2018 17_0014 304,2018
2014 17_0009 304,2014,2015 17_0009 304,2015
2015 17_0027 310,2015,2016 17_0027 310,2016
2018 01_0012 364_LR,2018,2019 01_0012 364_LR,2019
2019 31_0198 208,2019,2020 31_0198 208,2020
2016 03_0026 327,2016,2017 03_0026 327,2017
2016 10_0064 281,2016,2017 10_1001 281,2017
2018 21_0031 1_2,2018,2019 21_0031 1_2,2019
2016 27_0115 248_1,2016,2017 27_0115 248_3,2017
2020_CLASS3_07_10_388_S_2021,2021,2020_710_07_0003_388_L2,2022
2020_CLASS3_07_10_388_S_2021,2021,2020_710_07_0003_388_L1,2022
2020_CLASS3_07_10_388_S_2021,2021,2020_710_07_0003_388_S2,2022
2020_CLASS3_07_10_388_S_2021,2021,2020_710_07_0003_388_S1,2022
2020_CLASS3_07_10_388_S_2021,2021,2020_710_07_0003_388_S3,2022
2020_MCA_23_0031_175_2021,2021,2020_710_23_0019_175,2022
2018 01_0073 370,2018,2019 01_0073 370,2019
2018 01_0037 257,2018,2019 01_0037 257,2019
2015 17_0021 310,2015,2016 17_0021 310,2016
2020_CLASS3_10_17_209_2021,2021,2020_710_10_0005_209,2022
2020_MCA_23_0035_175_2021,2021,2020_710_23_0023_175,2022
2019 25_0170 414,2019,2020 25_0170 414,2020
2019 25_0170 414,2019,2018 25_0170 414,2018
2019 23_0036 5,2019,2020 23_0036 5,2020
2019 23_0015 5,2019,2020 23_0015 5,2020
2018 01_0156 372_L1,2018,2019 01_0156 372_L1,2019
2018 01_0004 364,2018,2019 01_0004 364,2019
2018 11_0038 294_2_S,2018,2019 11_0038 294_2_LR,2019
2018 11_0038 294_2_S,2018,2019 11_0038 294_1_LR,2019
2019 27_0213 401_LR,2019,2020 27_0213 401_LR,2020
2016 23_0028 5,2016,2017 23_0028 5,2017
2018 21_0034 1,2018,2019 21_0034 1,2019
2014 25_0092 109,2014,2015 25_0092 109,2015
2014 23_0033 5,2014,2015 23_0033 5,2015
2016 25_0145 94,2016,2017 25_0145 94,2017
2016 24_0098 419,2016,2017 24_0098 419,2017
2021 17_0110 308,2021,2018_HCA_17_0110_308,2022
2016 10_0070 290,2016,2017 10_0070 290_L,2017
2016 10_0070 290,2016,2017 10_0070 290_S,2017
2016 22_0046 77,2016,2017 22_0046 77,2017
2018 22_0050 175,2018,2019 22_0050 175,2019
2018 23_0146 5,2018,2019 23_0146 5,2019
2019 23_0148 5,2019,2020 23_0148 5,2020
2019 23_0147 5,2019,2020 23_0147 5,2020
2021 23_0147 5,2021,2003_HCA_23_0172_5,2022
2018 01_0003 364_L3,2018,2019 01_0003 364_L3,2019
2020_MCA_08_001_441,2020,2020_MCA_08_001_441_02_2021,2021
2021 17_0007 307,2021,2003_HCA_17_0007_307,2022
2020_CLASS3_10_2_289,2020,2020_CLASS3_10_2_289_2021,2021
2020_CLASS3_10_1_289,2020,2020_CLASS3_10_1_289_2021,2021
2021 23_0030 5,2021,2003_HCA_23_0030_5,2022
2021 23_0028 5,2021,2003_HCA_23_0028_5,2022
2019 24_0100 220,2019,2020 24_0100 220,2020
2018 01_0054 207,2018,2019 01_0054 207,2019
2021 17_0024 308,2021,2003_HCA_17_0024_308,2022
2021 23_0148 5,2021,2003_HCA_23_0148_5,2022
2018 21_0034 1_S2,2018,2019 21_0034 1_S1,2019
2018 21_0034 1_S2,2018,2019 21_0034 1_S2,2019
2018 10_0072 281,2018,2019 10_0072 281,2019
2020_MCA_23_0036_175_2021,2021,2020_710_23_0024_175,2022
2018 10_0066 281_L3,2018,2019 10_0066 281_L3,2019
2018 11_0106 298_S,2018,2019 11_0106 298_L,2019
2018 11_0106 298_S,2018,2019 11_0106 298_S,2019
2018 11_0051 294_L,2018,2019 11_0051 294_L,2019
2018 11_0051 294_L,2018,2019 11_0051 294_S,2019
2018 10_0070 290_S,2018,2019 10_0070 290_S,2019
2018 11_0101 294,2018,2019 11_0101 294,2019
2014 23_0028 5,2014,2015 23_0028 5,2015
2016 10_0054 290_S,2016,2017 10_0054 290_S,2017
2016 27_0148 83_2,2016,2017 27_1001 83,2017
2020_MCA_23_008_175_2021,2021,2020_710_23_0001_175,2022
2016 27_0133 250,2016,2017 27_0133 250,2017
2016 10_0065 283_S,2016,2017 10_0065 283_S,2017
2020_MCA_23_009_175_2021,2021,2020_710_23_0002_175,2022
2018 21_0010 221_LR,2018,2019 21_0010 221_LR,2019
2018 21_0010 221_LR,2018,2019 21_0010 221,2019
2020_MCA_17_004_308,2020,2020_MCA_17_004_308_2021,2021
2020_MCA_17_003_308,2020,2020_MCA_17_003_308_2021,2021
2016 23_0036 5_S,2016,2017 23_0036 5_L,2017
2016 17_0023 308_L1,2016,2017 17_0023 308_L1,2017
2020_MCA_24_0037_175_2021,2021,2020_710_24_0001_175,2022
2020_MCA_24_0038_175_2021,2021,2020_710_24_0002_175,2022
2020_CLASS3_25_62_005_2021,2021,2020_710_25_0001_5,2022
2014 23_0015 5_L2,2014,2015 23_0015 5_L2,2015
2014 23_0015 5_L2,2014,2015 23_0015 5_S,2015
2018 11_0038 295_4_LR,2018,2019 11_0038 294_1_LR,2019
2018 17_0105 383,2018,2019 17_0105 383,2019
2020_CLASS3_10_13_209_L,2020,2020_CLASS3_10_13_209_L_2021,2021
2020_CLASS3_10_8_290,2020,2020_CLASS3_10_8_290_2021,2021
2020_CLASS3_10_5_290,2020,2020_CLASS3_10_5_290_2021,2021
2018 21_0014 219_L3,2018,2019 21_0014 219_L3,2019
2018 10_0076 209,2018,2019 10_0076 209,2019
2018 11_0090 423,2018,2019 11_0090 423,2019
2021 17_0025 202,2021,2003_HCA_17_0025_202,2022
2019 27_0191 427,2019,2020 27_0191 427,2020
2019 25_0190 104_S,2019,2020 25_0190 104_S,2020
2018 11_0038 294_1_LR,2018,2019 11_0038 294_1_LR,2019
2017 21_0010 222_S,2017,2018 21_0010 222_S,2018
2018 21_0014 16_L,2018,2019 21_0014 16_LR,2019
2012 23_0075 5A,2012,2014 23_0033 5,2014
2018 21_0014 219_L4,2018,2019 21_0014 219_L4,2019
2020_CLASS3_10_3_290,2020,2020_CLASS3_10_3_290_2021,2021
2016 23_0033 5_L2,2016,2017 23_0033 5_L2,2017
2018 23_0015 264,2018,2019 23_0015 264,2019
2016 21_0003 216_S,2016,2017 21_0003 216_S,2017
2016 31_0233 208,2016,2017 31_1003 208,2017
2016 21_0068 118,2016,2017 21_0068 118,2017
2018 07_0092 201,2018,2019 07_0092 201,2019
2016 31_0005 208_L1,2016,2017 31_0005 208_S,2017
2016 21_0031 129_L1,2016,2017 21_0031 129_L1,2017
2019 22_0061 1,2019,2020 22_0061 1,2020
2016 25_0032 5,2016,2017 25_0032 5,2017
2016 26_0009 110_S,2016,2017 26_0009 110_S,2017
2016 27_0148 83_1,2016,2017 27_1001 83,2017
2018 24_0013 99_S2,2018,2019 24_0013 99_S2,2019
2018 24_0013 99_S2,2018,2019 24_0013 99_L1,2019
2018 21_0003 216_L2,2018,2019 21_0003 216_L2,2019
2018 21_0003 216_L2,2018,2019 21_0003 216_S,2019
2018 21_0085 55,2018,2019 21_0085 55_S,2019
2018 21_0085 55,2018,2019 21_0085 55,2019
2019 24_0105 204,2019,2020 24_0105 204,2020
2020_MCA_24_0039_175_2021,2021,2020_710_24_0003_175,2022
2019 03_0027 343_L,2019,2020 03_0027 343_L,2020
2019 06_0022 375,2019,2020 06_0030 375,2020
2019 06_0022 375,2019,2020 06_0031 375,2020
2018 22_0069 437,2018,2019 22_0069 437,2019
2018 11_0038 295_3_S,2018,2019 11_0038 294_2_LR,2019
2018 11_0038 295_3_S,2018,2019 11_0038 294_1_LR,2019
2018 22_0012 1_L2,2018,2019 22_0012 1_L2,2019
2020_CLASS3_10_6_290,2020,2020_CLASS3_10_13_290_2021,2021
2018 25_0188 161,2018,2019 25_0188 161,2019
2020_CLASS3_10_11_290,2020,2020_CLASS3_10_13_290_2021,2021
2020_CLASS3_10_10_290,2020,2020_CLASS3_10_13_290_2021,2021
2019 01_0147 364,2019,2020 01_0147 364,2020
2019 10_0079 209,2019,2020 10_0079 209,2020
2019 01_0157 372,2019,2020 01_0157 372,2020
2019 01_0156 372,2019,2020 01_0156 372,2020
2019 22_0062 1_S,2019,2020 22_0062 1_S,2020
2018 22_0067 73_L,2018,2019 22_0067 73_L,2019
2019 27_0243 400,2019,2020 27_0243 400,2020
2019 31_0260 214,2019,2020 31_0260 214,2020
2018 21_0031 129_L2,2018,2019 21_0031 129_L2,2019
2020_CLASS3_10_9_290,2020,2020_CLASS3_10_9_290_2021,2021
2018 21_0031 129_L4,2018,2019 21_0031 129_L5,2019
2018 21_0031 129_L4,2018,2019 21_0031 129_L3,2019
2018 21_0031 129_L4,2018,2019 21_0031 129_L4,2019
2018 22_0066 416,2018,2019 22_0066 416,2019
2018 10_0079 209,2018,2019 10_0079 209,2019
2019 31_0278 208,2019,2020 31_0278 208,2020
2019 31_0280 208,2019,2020 31_0280 208,2020
2018 22_0065 75,2018,2019 22_0065 75,2019
2018 21_0082 207,2018,2019 21_0031 207_LR,2019
2018 21_0082 207,2018,2019 21_0082 207,2019
2018 22_0052 73_L,2018,2019 22_0052 73_L,2019
2016 26_0061 54_S,2016,2017 26_0061 54_S,2017
2016 27_0021 74_S,2016,2017 27_0021 74_S,2017
2018 21_0014 219_L1,2018,2019 21_0014 219_L1,2019
2016 31_0190 210,2016,2017 31_0190 210,2017
2016 26_0011 110_S,2016,2017 26_0011 110_S,2017
2016 11_0044 325,2016,2017 11_0044 325,2017
2016 24_0004 130_S,2016,2017 24_0004 130_S,2017
2016 23_0023 87_L1,2016,2017 23_0023 87_L1,2017
2016 31_0207 269,2016,2017 31_0207 269,2017
2016 21_0014 219_L2,2016,2017 21_0014 219_L2,2017
2016 01_0042 370_S,2016,2017 01_0042 370_S,2017
2016 25_0151 117,2016,2017 25_0151 117,2017
2018 26_0091 131,2018,2019 26_0091 131,2019
2016 27_0027 121_L,2016,2017 27_0027 121_L,2017
2016 04_0034 333,2016,2017 04_0034 333,2017
2016 31_0198 208,2016,2017 31_0198 208,2017
2016 23_0051 2_L1,2016,2017 23_0051 2_L1,2017
2018 22_0025 1_L2,2018,2019 22_0025 1_L2,2019
2016 27_0141 93,2016,2017 27_0141 93_S,2017
2016 27_0141 93,2016,2017 27_0141 93_L,2017
2015 25_0033 5,2015,2016 25_0033 5,2016
2014 22_0018 34,2014,2015 22_0018 34,2015
2019 31_0266 208,2019,2020 31_0266 208,2020
2019 31_0246 208_L,2019,2020 31_0246 208_L,2020
2018 21_0089 1,2018,2019 21_0088 1,2019
2019 31_0246 208_S,2019,2020 31_0246 208_S,2020
2020_CLASS3_10_7_290,2020,2020_CLASS3_10_13_290_2021,2021
2020_CLASS3_10_4_290,2020,2020_CLASS3_10_9_290_2021,2021
2020_CLASS3_10_2_290,2020,2020_CLASS3_10_13_290_2021,2021
2020_CLASS3_22_38_001_2021,2021,2020_710_22_0030_1_L,2022
2020_CLASS3_02_31_200_2021,2021,2020_710_02_0002_200,2022
2020_CLASS3_17_26_383_S_2021,2021,2020_710_17_0002_383_S3,2022
2020_CLASS3_21_9_001_2021,2021,2020_710_21_0015_1,2022
2020_CLASS3_01_12_258_L_2021,2021,2020_710_01_0005_258_L4,2022
2020_CLASS3_01_12_258_L_2021,2021,2020_710_01_0005_258_L5,2022
2020_CLASS3_01_12_258_L_2021,2021,2020_710_01_0005_258_L3,2022
2020_CLASS3_23_12_002_2021,2021,2020_710_23_0006_2,2022
2019 31_0255 210,2019,2020 31_0255 210,2020
2019 31_0259 214,2019,2020 31_0259 214,2020
2005_OH_007_C251_2019,2019,2005_OH_007_C251_2020,2020
2019 31_0242 205,2019,2020 31_0242 205,2020
2018 23_0120 165,2018,2019 23_0120 165,2019
2019 31_0001 208,2019,2020 31_0001 208,2020
2020_CLASS3_10_21_209,2020,2020_CLASS3_10_20_209_2021,2021
2019 10_0085 290_L,2019,2020 10_0085 290_L,2020
2018 23_0023 87_L4,2018,2019 23_0023 87_L4,2019
2020_CLASS3_10_20_209,2020,2020_CLASS3_10_20_209_2021,2021
2018 23_0118 165,2018,2019 23_0118 165,2019
2018 23_0137 165,2018,2019 23_0137 165,2019
2018 23_0123 165,2018,2019 23_0123 165,2019
2018 11_0051 291,2018,2019 11_0051 291,2019
2019 31_0285 210_L,2019,2020 31_0285 210_L,2020
2019 27_0247 205,2019,2020 27_0247 205,2020
2018 23_0144 90,2018,2019 23_0144 90,2019
2018 23_0145 7_S,2018,2019 23_0145 7_S,2019
2019 31_0281 208,2019,2020 31_0281 208,2020
2018 23_0151 2,2018,2019 23_0151 2,2019
2019 27_0263 427,2019,2020 27_0263 427,2020
2019 31_0277 208,2019,2020 31_0277 208,2020
